Dự án,Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình chung cư,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Nhóm 2-Công viên,Nhóm 2-Bể bơi,Nhóm 2-Gym,Slot ô tô,Nhà thoáng,Hiện đại,Bán gấp,Lô góc,Hỗ trợ vay,Tầng
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,Nội thành,Tin thường,38294353,87.0,Thỏa thuận,,,3.0,2.0,,"Đầy đủ + Cửa chính, cửa thông phòng, sàn: Chất liệu gỗ Lim, tự nhiên, chậm cháy. + Điều hòa âm trần 2 chiều Daikin lấy gió tươi tự nhiên. + Đèn chùm trang trí phòng khách sang trọng. + Chuông báo khác",Chung cư,1,1,1,0,0,1,1,0,1,0,1,1,Trung
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39176456,150.0,72.7,,,4.0,3.0,,,Chung cư,0,0,0,0,0,0,1,0,1,0,0,0,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38664750,69.0,33.3,Tây - Bắc,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,1,0,1,1,0,0,0,0,
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39026020,115.0,63.5,Đông - Bắc,Tây - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Hinode City,Minh Khai,Minh Khai,Hai Bà Trưng,Nội thành,Tin thường,35325552,77.0,Thỏa thuận,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Nội Thất Cao Cấp,Chung cư,1,0,1,1,1,1,0,0,1,0,0,1,
The Emerald CT8 Mỹ Đình,Đình Thôn,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39143096,96.6,Thỏa thuận,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Việt Hưng,,Việt Hưng,Long Biên,Nội thành,Tin thường,39142416,82.0,27.2,,,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,32466092,93.0,50.0,Đông - Bắc,Tây - Nam,2.0,2.0,,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư Đường Hồ Ba Mẫu,Hồ Ba Mẫu,Phương Liên,Đống Đa,Nội thành,Tin thường,19749130,30.0,20.7,,,1.0,1.0,,"Gồm sàn gỗ, trần thạch cao, tủ bếp trên dưới, thiết bị vệ sinh đầy đủ gồm cả nóng lạnh, hệ thống internet, truyền hình cáp,...",Chung cư,0,1,1,1,0,0,0,1,1,0,1,0,
An Lạc Tower,Quang Trung,Quang Trung,Hà Đông,Nội thành,Tin thường,39173920,105.0,31.9,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39190510,114.0,58.0,,,3.0,,,,Chung cư,1,1,0,1,1,1,1,0,0,0,0,1,
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39178153,329.0,69.9,Tây - Nam,Tây - Bắc,5.0,5.0,Sổ đỏ/ Sổ hồng,Không nội thất.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Seasons Avenue,,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39166172,105.0,57.1,Đông - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,1,0,1,0,
Star Tower 283 Khương Trung,Khương Trung,Khương Trung,Thanh Xuân,Nội thành,Tin thường,39139752,99.0,39.4,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin thường,39128606,160.0,Thỏa thuận,,Đông - Nam,4.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Riverside Garden,Vũ Tông Phan,Khương Đình,Thanh Xuân,Nội thành,Tin thường,38873532,126.0,40.5,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Trung
Summit Building,Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,38814816,145.4,Thỏa thuận,Tây - Bắc,Đông - Nam,3.0,2.0,Hợp đồng mua bán,,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Smile Building,Nguyễn Cảnh Dị,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39192938,77.0,43.5,,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
The Wisteria,32,Di Trạch,Hoài Đức,Ngoại thành,Tin VIP Bạc,39184057,100.0,43.0,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,1,0,0,1,
Phùng Khoang,Lương Thế Vinh,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,37928992,100.0,33.0,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,0,0,1,0,
Nhà ở cho CBCS Bộ Công an,Phạm Văn Đồng,Cổ Nhuế 2,Bắc Từ Liêm,Nội thành,Tin thường,39062893,70.0,47.9,Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Chung cư CT4 Yên Nghĩa,,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,39172768,90.0,Thỏa thuận,,,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Thống Nhất Complex,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38965528,122.7,54.0,Đông - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Trung
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38751602,45.0,37.8,Tây - Bắc,Đông - Nam,1.0,1.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,38977866,91.0,45.0,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,1,1,1,1,0,1,0,0,1,
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,38996529,71.0,56.3,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,Cao
KĐT Văn Quán,,Văn Quán,Hà Đông,Nội thành,Tin thường,37758475,97.0,Thỏa thuận,,,3.0,2.0,,Full đồ nội thất,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39185960,118.0,69.5,,,3.0,,,,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
The K Park,Lê Trọng Tấn,Phúc La,Hà Đông,Nội thành,Tin thường,39132169,68.0,48.5,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Golden Palace,Mễ Trì,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,38878326,128.0,42.0,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin VIP Bạc,33560194,74.83,46.8,Đông - Bắc,Tây - Nam,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
The Emerald CT8 Mỹ Đình,,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,38552535,86.0,38.4,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,38822795,75.0,49.3,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39162442,88.0,64.8,Đông - Bắc,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,1,0,0,1,1,0,1,1,Cao
Green Stars,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,38187611,96.0,41.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Watermark Tây Hồ,Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Nội thành,Tin thường,39055980,88.0,68.2,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,1,1,0,1,1,0,1,0,
Viện bỏng Lê Hữu Trác,Cầu Bươu,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,36419531,62.0,37.1,Tây - Nam,Đông - Bắc,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Feliz Homes,,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,39169531,91.0,50.5,Bắc,Nam,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,1,1,
MHD Trung Văn,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,38560732,136.0,47.6,Đông - Bắc,Đông - Nam,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
Sails Tower,Cầu Bươu,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39163732,78.0,32.1,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Không nội thất,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Tây Hồ Residence,Võ Chí Công,Xuân La,Tây Hồ,Nội thành,Tin thường,39136874,70.5,82.3,Tây,Đông,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,1,1,0,1,0,0,0,
Green Stars,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,26955603,66.8,50.1,Tây - Nam,Đông - Bắc,2.0,2.0,Đã có sổ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39186625,90.0,38.9,Tây - Bắc,Đông - Nam,,,,,Chung cư,1,1,0,1,1,1,1,0,1,0,0,1,
The Miami,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39078079,63.0,55.6,Đông - Nam,,2.0,2.0,,,Chung cư,0,0,0,1,1,1,0,1,0,0,0,1,Cao
FLC Complex Phạm Hùng,Phạm Hùng,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39152667,94.3,42.4,Đông - Bắc,Tây - Nam,3.0,2.0,Sổ đỏ.,Full.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
The Pavilion - Vinhomes Ocean Park,Lý Thánh Tông,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38097143,73.7,Thỏa thuận,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,1,1,0,1,1,1,1,0,0,1,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39149413,43.0,36.0,Đông - Nam,Tây - Bắc,1.0,1.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Cao
Bohemia Residence,Lê Văn Thiêm,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,37619416,127.0,57.5,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
90 Nguyễn Tuân,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38880667,71.0,49.3,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,Trung
Vinaconex 7 - 34 Cầu Diễn,Hàm Nghi,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,38631325,110.0,35.5,Tây,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,Trung
HPC Landmark 105,Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,39179676,146.0,40.1,,Đông - Nam,4.0,3.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Việt Hưng,,Đức Giang,Long Biên,Nội thành,Tin thường,39173437,75.0,29.3,Tây - Bắc,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng.,Cơ bản.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,29949082,46.0,Thỏa thuận,Tây - Bắc,Đông - Nam,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Vinhomes Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39190544,58.9,38.2,,,2.0,1.0,Đã có sổ,Full đồ đẹp,Chung cư,1,0,1,1,0,0,0,0,0,0,0,0,
Hateco Apollo,70,Phương Canh,Nam Từ Liêm,Nội thành,Tin thường,39153488,58.0,Thỏa thuận,Bắc,Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39178674,105.0,63.8,,,3.0,2.0,Đang chờ sổ,Cơ bản,Chung cư,0,1,0,1,1,1,1,1,0,0,0,0,Trung
Vinhomes Ocean Park Gia Lâm,An Đào,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39176993,43.0,38.0,Đông - Bắc,Tây - Nam,1.0,1.0,Sổ đỏ,Nguyên bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Sky Park Residence,Tôn Thất Thuyết,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,36560545,86.5,68.2,Nam,Bắc,3.0,,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,1,0,0,1,0,0,0,0,
Hà Nội Paragon,Trần Quốc Vượng,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39140341,156.0,50.0,,,4.0,3.0,Đang chờ sổ,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,
Mỹ Đình Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39052147,110.0,40.9,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Trung
Chung cư Đường An Dương Vương,An Dương Vương,Phú Thượng,Tây Hồ,Nội thành,Tin thường,39039838,25.0,26.0,,,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,1,1,0,0,1,0,0,0,0,0,
Eco City Việt Hưng,,Giang Biên,Long Biên,Nội thành,Tin thường,38334626,63.0,42.9,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Chung cư,0,0,0,0,1,1,0,0,1,0,0,1,
Văn Phú Victoria,Lê Trọng Tấn,Phú La,Hà Đông,Nội thành,Tin thường,39136199,60.0,40.8,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Hancom 603 Lạc Long Quân,Lạc Long Quân,Xuân La,Tây Hồ,Nội thành,Tin thường,38998076,145.0,40.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Không nội thất,Chung cư,1,0,0,0,0,0,1,1,0,0,0,0,
Green Diamond 93 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,Nội thành,Tin thường,35087103,91.0,Thỏa thuận,Đông - Nam,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Cơ bản cao cấp.,Chung cư,0,1,0,0,1,1,1,0,1,0,0,1,
The Matrix One,Lê Quang Đạo,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,37363865,88.0,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Discovery Central,Trần Phú,Điện Biên,Ba Đình,Ngoại thành,Tin thường,37254892,117.0,Thỏa thuận,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39130942,157.0,49.0,Tây - Bắc,Đông - Nam,4.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,1,1,1,0,1,1,Cao
Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39134875,54.0,47.6,,,2.0,1.0,,,Chung cư,0,0,0,0,1,0,0,0,0,0,0,0,
Dreamland Bonanza,Duy Tân,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39174140,91.7,59.8,Bắc,Nam,3.0,2.0,Đã có sổ,Đầy đủ,Chung cư,0,0,0,0,0,0,1,1,0,0,1,1,Trung
Artex Building 172 Ngọc Khánh,Ngọc Khánh,Giảng Võ,Ba Đình,Ngoại thành,Tin thường,38759213,153.0,Thỏa thuận,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
K35 Tân Mai,Tân Mai,Tương Mai,Hoàng Mai,Nội thành,Tin thường,39132902,96.0,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng.,Cơ bản.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,39196079,150.0,Thỏa thuận,,,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,Cao
HC Golden City,Đồng Tiến,Bồ Đề,Long Biên,Nội thành,Tin thường,39206761,102.0,49.0,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,1,0,0,0,
Hateco Laroma,Huỳnh Thúc Kháng,Láng Thượng,Đống Đa,Nội thành,Tin thường,39154811,137.5,98.2,Bắc,Nam,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,38768950,80.0,35.8,Tây - Nam,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,1,1,1,0,1,0,0,0,0,0,0,0,
Diamond Flower Tower,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39118892,120.0,52.5,,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin thường,39193274,104.0,44.2,Tây - Bắc,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
HDI Tower,Lê Đại Hành,Lê Đại Hành,Hai Bà Trưng,Nội thành,Tin thường,30796077,116.0,Thỏa thuận,,,,,,,Chung cư,0,1,0,0,0,0,1,1,1,0,0,0,Cao
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39111389,88.8,55.0,Đông - Nam,,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,1,0,1,1,0,1,1,1,0,0,1,
The Miami,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39205873,63.0,50.8,Tây - Bắc,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,1,1,0,0,0,0,0,0,0,
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38977729,98.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Trung
Mỹ Đình Pearl,,Phú Đô,Nam Từ Liêm,Nội thành,Tin thường,38525308,93.0,45.2,Tây,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,0,0,1,1,0,0,0,0,Trung
Sunshine Garden,Dương Văn Bé,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38422028,95.0,47.4,Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38766504,110.0,53.6,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
The Zenpark,Đông Dư,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39189488,90.2,46.0,Đông - Bắc,Tây - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,1,1,1,1,1,0,1,0,1,1,
Mailand Hanoi City,Đại lộ Thăng Long,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39033816,144.5,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,0,0,1,1,1,1,1,0,0,0,0,
The Nine,Phạm Văn Đồng,Mai Dịch,Cầu Giấy,Nội thành,Tin thường,39081503,88.0,65.9,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,0,1,0,1,1,0,0,0,
Sunshine City,,Đông Ngạc,Bắc Từ Liêm,Nội thành,Tin thường,39193623,99.0,56.6,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,0,1,0,0,1,0,0,0,0,
Đại Mỗ,Liên Cơ,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39072676,65.0,38.3,,,2.0,1.0,Sổ đỏ.,Full đẹp long lanh.,Chung cư,0,0,0,0,0,0,1,0,0,0,1,0,
Chung cư CT3 Nghĩa Đô,Hoàng Quốc Việt,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,38915506,69.0,Thỏa thuận,Đông - Nam,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,1,0,1,0,0,1,0,0,0,0,0,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38662482,60.0,30.8,Đông - Nam,Nam,2.0,1.0,,Cơ bản,Chung cư,1,1,1,0,1,0,1,1,1,0,0,1,
173 Xuân Thủy,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39129561,110.0,42.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
The Garden Hills - 99 Trần Bình,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,37489677,69.0,44.9,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Cao
HH4 Linh Đàm,Linh,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,38551973,60.0,26.2,,,2.0,,,"Nội thất bao gồm: Trần, sàn, tủ bếp, điều hoà, nóng lạnh, bếp từ, hút mùi, Sofa, bàn ăn, giường tủ, ti vi, tủ lạnh.",Chung cư,0,0,1,0,0,0,0,0,0,0,0,0,
ĐTM Dịch Vọng,Thành Thái,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39207931,105.0,Thỏa thuận,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,1,0,1,0,
Vinhomes West Point,Phạm Hùng,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,38956799,100.0,76.0,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư Phường Láng Hạ,,Láng Hạ,Đống Đa,Nội thành,Tin thường,38987082,146.0,44.5,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,1,0,0,0,Trung
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39170789,59.0,31.4,,,2.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,0,0,1,1,0,0,1,0,0,0,0,
Indochina Plaza,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39187612,98.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,1,0,0,0,0,0,0,
Kosmo Tây Hồ,Xuân La,Xuân Tảo,Bắc Từ Liêm,Nội thành,Tin thường,39159750,87.0,Thỏa thuận,,,2.0,,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
